"aerolinea","origen","destino","dia","mes","anio","genero","razon","estancia","transporte","conexion","tiempoEspera"
"VivaAerobus","PDX","LAX",10,10,2023,"Hombre","Trabajo","Amigos","Renta de autos","No es de conexion",186
"Aeromar","LAX","GDL",4,10,2023,"Mujer","Vacaciones/placer","Amigos","Recogida","No es de conexion",118
"Interjet","GDL","JFK",22,5,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",235
"VivaAerobus","GDL","JFK",19,2,2023,"Hombre","Vacaciones/placer","Amigos","Auto propio","Es de conexion",55
"Aeroméxico","SJC","JFK",9,11,2023,"Hombre","Vuelta a casa","Casa","Renta de autos","No es de conexion",150
"Volaris","SJC","LAX",18,3,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Recogida","No es de conexion",159
"Aeromar","LAX","PDX",25,2,2023,"Hombre","Vacaciones/placer","Casa","Renta de autos","No es de conexion",211
"VivaAerobus","JFK","SJC",14,8,2023,"Prefiero no decirlo","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",79
"Aeromar","SJC","LAX",18,8,2023,"Prefiero no decirlo","Trabajo","Amigos","Auto propio","No es de conexion",45
"Aeromar","PDX","LAX",25,4,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Transporte público","No es de conexion",99
"Volaris","PDX","LAX",19,4,2023,"Mujer","Trabajo","Hotel","Transporte público","No es de conexion",139
"VivaAerobus","PDX","JFK",21,7,2023,"Hombre","Trabajo","Hotel","Transporte público","No es de conexion",216
"VivaAerobus","LAX","JFK",29,1,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",143
"Aeroméxico","SJC","GDL",2,8,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","Es de conexion",108
"Aeromar","GDL","SJC",29,2,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Auto propio","Es de conexion",194
"Aeroméxico","SJC","GDL",15,4,2023,"Mujer","Trabajo","Hotel","Auto propio","No es de conexion",75
"Aeromar","LAX","GDL",28,10,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Recogida","No es de conexion",196
"Volaris","JFK","GDL",11,4,2023,"Prefiero no decirlo","Trabajo","Casa","Auto propio","No es de conexion",214
"Interjet","PDX","GDL",3,6,2023,"Hombre","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",125
"Aeromar","SJC","PDX",13,1,2023,"Hombre","Vacaciones/placer","Casa","Renta de autos","Es de conexion",152
"VivaAerobus","PDX","GDL",24,8,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Taxi del aeropuerto","Es de conexion",239
"Volaris","SJC","PDX",14,11,2023,"Mujer","Trabajo","Amigos","Auto propio","Es de conexion",115
"VivaAerobus","SJC","PDX",2,11,2023,"Hombre","Trabajo","Hotel","Renta de autos","Es de conexion",110
"Volaris","JFK","LAX",4,4,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","Es de conexion",43
"VivaAerobus","GDL","JFK",6,9,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Transporte público","Es de conexion",225
"Aeroméxico","GDL","LAX",14,1,2023,"Hombre","Vuelta a casa","Hotel","Transporte público","No es de conexion",135
"Interjet","SJC","JFK",23,7,2023,"Hombre","Vacaciones/placer","Amigos","Auto propio","No es de conexion",194
"Interjet","JFK","SJC",12,8,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Auto propio","Es de conexion",136
"VivaAerobus","JFK","GDL",14,3,2023,"Hombre","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",223
"Interjet","PDX","LAX",27,1,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Recogida","Es de conexion",110
"VivaAerobus","SJC","JFK",13,12,2023,"Mujer","Vacaciones/placer","Amigos","Transporte público","Es de conexion",208
"Aeromar","LAX","PDX",7,1,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","Es de conexion",174
"Aeroméxico","LAX","SJC",1,5,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Recogida","No es de conexion",183
"Aeromar","PDX","GDL",3,9,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Recogida","No es de conexion",231
"Aeromar","GDL","LAX",13,4,2023,"Mujer","Vuelta a casa","Amigos","Transporte público","Es de conexion",190
"Aeroméxico","JFK","LAX",28,2,2023,"Mujer","Vuelta a casa","Hotel","Transporte público","No es de conexion",160
"VivaAerobus","JFK","PDX",29,12,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","Es de conexion",126
"Aeromar","LAX","PDX",4,5,2023,"Prefiero no decirlo","Trabajo","Amigos","Taxi del aeropuerto","Es de conexion",216
"Aeroméxico","LAX","PDX",24,4,2023,"Mujer","Trabajo","Hotel","Transporte público","No es de conexion",91
"Aeroméxico","GDL","PDX",19,4,2023,"Mujer","Vacaciones/placer","Hotel","Transporte público","Es de conexion",134
"VivaAerobus","SJC","LAX",23,12,2023,"Mujer","Vuelta a casa","Casa","Renta de autos","No es de conexion",73
"Aeroméxico","LAX","PDX",14,5,2023,"Mujer","Vacaciones/placer","Amigos","Auto propio","No es de conexion",73
"Aeromar","JFK","GDL",2,6,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","Es de conexion",166
"Interjet","JFK","GDL",23,6,2023,"Mujer","Vacaciones/placer","Amigos","Auto propio","No es de conexion",160
"Volaris","GDL","SJC",15,1,2023,"Mujer","Trabajo","Amigos","Recogida","No es de conexion",84
"VivaAerobus","LAX","GDL",17,5,2023,"Hombre","Trabajo","Casa","Transporte público","No es de conexion",215
"VivaAerobus","GDL","JFK",23,4,2023,"Hombre","Vuelta a casa","Amigos","Recogida","No es de conexion",61
"Volaris","PDX","JFK",13,12,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Renta de autos","Es de conexion",95
"Interjet","LAX","SJC",15,7,2023,"Hombre","Vacaciones/placer","Hotel","Auto propio","Es de conexion",184
"Aeroméxico","PDX","JFK",29,5,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Transporte público","No es de conexion",108
"Aeromar","SJC","PDX",14,4,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","No es de conexion",156
"Interjet","GDL","JFK",18,12,2023,"Hombre","Vuelta a casa","Amigos","Taxi del aeropuerto","Es de conexion",200
"Aeroméxico","LAX","PDX",26,10,2023,"Mujer","Vacaciones/placer","Amigos","Recogida","No es de conexion",149
"VivaAerobus","SJC","GDL",20,2,2023,"Hombre","Vuelta a casa","Amigos","Renta de autos","Es de conexion",179
"Aeromar","LAX","JFK",19,12,2023,"Hombre","Trabajo","Casa","Recogida","Es de conexion",149
"VivaAerobus","JFK","PDX",6,3,2023,"Mujer","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",175
"VivaAerobus","LAX","SJC",7,8,2023,"Mujer","Vacaciones/placer","Casa","Taxi del aeropuerto","No es de conexion",191
"Aeroméxico","LAX","GDL",14,10,2023,"Hombre","Trabajo","Hotel","Transporte público","Es de conexion",204
"Aeroméxico","LAX","PDX",11,11,2023,"Hombre","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",189
"Aeroméxico","GDL","PDX",27,5,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Auto propio","Es de conexion",88
"Interjet","LAX","GDL",5,6,2023,"Hombre","Trabajo","Hotel","Auto propio","Es de conexion",47
"VivaAerobus","SJC","JFK",16,9,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Transporte público","Es de conexion",144
"Volaris","PDX","SJC",9,7,2023,"Hombre","Trabajo","Amigos","Recogida","No es de conexion",237
"VivaAerobus","SJC","GDL",26,2,2023,"Mujer","Trabajo","Amigos","Auto propio","No es de conexion",169
"Aeroméxico","JFK","LAX",8,8,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","Es de conexion",57
"VivaAerobus","PDX","JFK",24,5,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Taxi del aeropuerto","No es de conexion",92
"Interjet","JFK","PDX",16,11,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",107
"Aeroméxico","JFK","PDX",13,10,2023,"Hombre","Vacaciones/placer","Casa","Auto propio","Es de conexion",41
"Interjet","LAX","GDL",6,1,2023,"Hombre","Trabajo","Hotel","Renta de autos","Es de conexion",213
"Interjet","GDL","JFK",16,12,2023,"Hombre","Vuelta a casa","Hotel","Renta de autos","No es de conexion",185
"Aeromar","JFK","PDX",13,7,2023,"Hombre","Trabajo","Hotel","Renta de autos","Es de conexion",126
"Interjet","PDX","JFK",4,1,2023,"Mujer","Vuelta a casa","Hotel","Transporte público","No es de conexion",135
"Volaris","JFK","LAX",24,6,2023,"Hombre","Vacaciones/placer","Amigos","Taxi del aeropuerto","Es de conexion",69
"VivaAerobus","SJC","PDX",7,2,2023,"Mujer","Vuelta a casa","Hotel","Recogida","Es de conexion",91
"Interjet","PDX","JFK",22,1,2023,"Hombre","Trabajo","Amigos","Recogida","No es de conexion",140
"Interjet","SJC","GDL",26,10,2023,"Prefiero no decirlo","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",69
"Volaris","SJC","PDX",14,6,2023,"Mujer","Vuelta a casa","Amigos","Recogida","No es de conexion",148
"Aeroméxico","GDL","PDX",18,8,2023,"Hombre","Vacaciones/placer","Hotel","Auto propio","Es de conexion",106
"VivaAerobus","SJC","PDX",5,8,2023,"Mujer","Vuelta a casa","Amigos","Renta de autos","Es de conexion",79
"Volaris","JFK","GDL",26,3,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","Es de conexion",163
"Interjet","JFK","LAX",18,11,2023,"Mujer","Vacaciones/placer","Casa","Transporte público","Es de conexion",217
"Volaris","LAX","SJC",22,1,2023,"Hombre","Trabajo","Casa","Renta de autos","Es de conexion",48
"Aeromar","SJC","PDX",2,12,2023,"Prefiero no decirlo","Trabajo","Hotel","Transporte público","Es de conexion",95
"VivaAerobus","PDX","JFK",9,1,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Taxi del aeropuerto","No es de conexion",185
"Aeromar","LAX","PDX",10,5,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",167
"VivaAerobus","GDL","LAX",15,12,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","No es de conexion",130
"Volaris","LAX","SJC",18,2,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Recogida","Es de conexion",75
"Volaris","GDL","LAX",17,3,2023,"Hombre","Trabajo","Casa","Recogida","Es de conexion",90
"Aeromar","GDL","JFK",4,9,2023,"Mujer","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",123
"Interjet","GDL","LAX",1,9,2023,"Hombre","Vuelta a casa","Amigos","Taxi del aeropuerto","No es de conexion",239
"Interjet","LAX","GDL",24,1,2023,"Mujer","Vuelta a casa","Casa","Recogida","Es de conexion",178
"Volaris","LAX","SJC",24,9,2023,"Prefiero no decirlo","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",100
"Interjet","SJC","PDX",11,4,2023,"Mujer","Vacaciones/placer","Casa","Recogida","No es de conexion",32
"Volaris","SJC","GDL",11,1,2023,"Hombre","Vacaciones/placer","Amigos","Auto propio","No es de conexion",117
"Aeroméxico","PDX","SJC",20,4,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","Es de conexion",35
"Volaris","PDX","SJC",12,3,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Auto propio","Es de conexion",141
"VivaAerobus","JFK","GDL",29,3,2023,"Mujer","Trabajo","Amigos","Taxi del aeropuerto","Es de conexion",174
"Interjet","JFK","LAX",2,3,2023,"Mujer","Vacaciones/placer","Casa","Renta de autos","Es de conexion",239
"Volaris","PDX","LAX",1,12,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Recogida","No es de conexion",51
"Interjet","JFK","SJC",23,12,2023,"Prefiero no decirlo","Trabajo","Hotel","Renta de autos","Es de conexion",229
"VivaAerobus","PDX","GDL",19,1,2023,"Mujer","Vacaciones/placer","Hotel","Renta de autos","Es de conexion",158
"Aeromar","PDX","LAX",14,12,2023,"Hombre","Vacaciones/placer","Hotel","Transporte público","No es de conexion",199
"Volaris","LAX","GDL",7,3,2023,"Hombre","Trabajo","Hotel","Recogida","Es de conexion",103
"Aeromar","GDL","JFK",21,12,2023,"Hombre","Vacaciones/placer","Casa","Recogida","No es de conexion",136
"Volaris","PDX","GDL",3,5,2023,"Mujer","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",167
"Interjet","PDX","JFK",24,8,2023,"Mujer","Vuelta a casa","Amigos","Taxi del aeropuerto","No es de conexion",151
"Volaris","LAX","SJC",16,12,2023,"Mujer","Vacaciones/placer","Casa","Transporte público","No es de conexion",119
"Interjet","SJC","JFK",23,4,2023,"Mujer","Vuelta a casa","Hotel","Renta de autos","No es de conexion",156
"Aeroméxico","GDL","JFK",13,10,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","No es de conexion",121
"Interjet","LAX","PDX",11,11,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Renta de autos","No es de conexion",132
"Aeromar","SJC","LAX",26,11,2023,"Hombre","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",90
"Aeromar","LAX","GDL",16,11,2023,"Mujer","Vuelta a casa","Hotel","Taxi del aeropuerto","No es de conexion",60
"Aeroméxico","SJC","GDL",25,7,2023,"Mujer","Trabajo","Amigos","Recogida","No es de conexion",142
"Volaris","LAX","SJC",18,10,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Auto propio","No es de conexion",177
"Aeroméxico","LAX","PDX",3,9,2023,"Hombre","Vacaciones/placer","Amigos","Auto propio","No es de conexion",180
"Aeromar","GDL","JFK",13,11,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","No es de conexion",156
"Interjet","GDL","JFK",13,3,2023,"Mujer","Vuelta a casa","Casa","Transporte público","Es de conexion",97
"Aeroméxico","PDX","SJC",23,8,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",148
"Aeroméxico","JFK","SJC",9,9,2023,"Hombre","Vuelta a casa","Amigos","Auto propio","Es de conexion",152
"Aeroméxico","PDX","GDL",5,8,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","Es de conexion",84
"VivaAerobus","LAX","SJC",12,12,2023,"Hombre","Trabajo","Hotel","Renta de autos","No es de conexion",178
"Aeroméxico","GDL","PDX",16,7,2023,"Hombre","Trabajo","Casa","Transporte público","Es de conexion",73
"Aeroméxico","LAX","SJC",21,1,2023,"Mujer","Trabajo","Hotel","Transporte público","Es de conexion",186
"Aeromar","SJC","PDX",4,10,2023,"Prefiero no decirlo","Trabajo","Casa","Transporte público","No es de conexion",78
"Aeroméxico","SJC","JFK",1,3,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Transporte público","Es de conexion",49
"Volaris","GDL","LAX",10,5,2023,"Hombre","Vuelta a casa","Hotel","Renta de autos","No es de conexion",99
"Aeromar","GDL","JFK",2,9,2023,"Hombre","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",156
"Interjet","GDL","LAX",21,11,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Recogida","Es de conexion",225
"Aeromar","SJC","LAX",1,2,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",150
"Interjet","GDL","PDX",13,5,2023,"Prefiero no decirlo","Trabajo","Hotel","Transporte público","Es de conexion",167
"Aeromar","SJC","LAX",10,3,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","Es de conexion",31
"VivaAerobus","LAX","SJC",21,11,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","Es de conexion",167
"Volaris","PDX","GDL",21,5,2023,"Hombre","Vacaciones/placer","Casa","Recogida","No es de conexion",229
"Interjet","SJC","JFK",25,4,2023,"Mujer","Trabajo","Amigos","Renta de autos","No es de conexion",166
"Aeroméxico","GDL","LAX",15,3,2023,"Mujer","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",108
"Aeromar","JFK","SJC",11,5,2023,"Hombre","Vacaciones/placer","Casa","Transporte público","Es de conexion",140
"Volaris","LAX","JFK",20,11,2023,"Mujer","Trabajo","Amigos","Recogida","No es de conexion",91
"Interjet","JFK","GDL",3,10,2023,"Prefiero no decirlo","Trabajo","Casa","Recogida","Es de conexion",97
"Aeromar","LAX","GDL",18,7,2023,"Mujer","Vacaciones/placer","Hotel","Transporte público","Es de conexion",230
"Aeroméxico","JFK","SJC",23,5,2023,"Mujer","Vuelta a casa","Amigos","Transporte público","Es de conexion",140
"Aeroméxico","PDX","JFK",26,1,2023,"Mujer","Vacaciones/placer","Hotel","Taxi del aeropuerto","No es de conexion",161
"VivaAerobus","SJC","GDL",22,1,2023,"Prefiero no decirlo","Trabajo","Hotel","Transporte público","No es de conexion",149
"Aeromar","GDL","JFK",9,1,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","Es de conexion",174
"Volaris","PDX","LAX",13,5,2023,"Mujer","Vuelta a casa","Hotel","Transporte público","No es de conexion",102
"Interjet","PDX","JFK",10,3,2023,"Mujer","Vuelta a casa","Hotel","Auto propio","Es de conexion",183
"Aeromar","GDL","PDX",20,2,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","Es de conexion",188
"VivaAerobus","LAX","PDX",23,4,2023,"Prefiero no decirlo","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",206
"Interjet","SJC","LAX",7,8,2023,"Prefiero no decirlo","Trabajo","Casa","Auto propio","No es de conexion",210
"Interjet","JFK","GDL",26,5,2023,"Prefiero no decirlo","Trabajo","Hotel","Auto propio","Es de conexion",108
"Interjet","JFK","GDL",19,5,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Transporte público","No es de conexion",188
"Aeroméxico","JFK","LAX",22,9,2023,"Mujer","Trabajo","Hotel","Transporte público","No es de conexion",214
"VivaAerobus","GDL","SJC",5,8,2023,"Hombre","Vuelta a casa","Casa","Recogida","Es de conexion",181
"Aeromar","PDX","SJC",15,1,2023,"Mujer","Vacaciones/placer","Hotel","Auto propio","No es de conexion",38
"Interjet","LAX","GDL",16,9,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","No es de conexion",213
"VivaAerobus","PDX","SJC",8,2,2023,"Mujer","Trabajo","Casa","Recogida","No es de conexion",184
"Aeromar","GDL","SJC",8,1,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Transporte público","No es de conexion",202
"Interjet","LAX","JFK",29,12,2023,"Mujer","Trabajo","Hotel","Recogida","No es de conexion",37
"Aeromar","PDX","SJC",14,1,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Renta de autos","No es de conexion",86
"Volaris","JFK","SJC",25,10,2023,"Hombre","Vacaciones/placer","Hotel","Recogida","Es de conexion",96
"Aeromar","JFK","SJC",2,10,2023,"Mujer","Vuelta a casa","Amigos","Transporte público","Es de conexion",114
"Aeromar","PDX","GDL",23,6,2023,"Hombre","Trabajo","Casa","Recogida","Es de conexion",103
"VivaAerobus","PDX","JFK",18,5,2023,"Hombre","Vacaciones/placer","Casa","Renta de autos","No es de conexion",44
"VivaAerobus","JFK","PDX",24,1,2023,"Hombre","Trabajo","Amigos","Renta de autos","Es de conexion",53
"Volaris","PDX","LAX",18,12,2023,"Mujer","Vuelta a casa","Hotel","Recogida","No es de conexion",155
"Aeroméxico","LAX","GDL",3,6,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","Es de conexion",135
"Volaris","JFK","SJC",3,6,2023,"Mujer","Trabajo","Casa","Auto propio","No es de conexion",46
"Aeroméxico","GDL","LAX",12,6,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Auto propio","No es de conexion",78
"VivaAerobus","JFK","LAX",14,8,2023,"Hombre","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",181
"Aeroméxico","PDX","SJC",7,3,2023,"Prefiero no decirlo","Trabajo","Hotel","Taxi del aeropuerto","No es de conexion",128
"Aeroméxico","GDL","SJC",19,1,2023,"Mujer","Vacaciones/placer","Casa","Recogida","No es de conexion",195
"Interjet","SJC","GDL",25,3,2023,"Mujer","Vuelta a casa","Amigos","Auto propio","No es de conexion",211
"Interjet","JFK","PDX",26,9,2023,"Mujer","Vacaciones/placer","Casa","Renta de autos","No es de conexion",162
"Aeroméxico","LAX","GDL",1,2,2023,"Prefiero no decirlo","Trabajo","Casa","Auto propio","Es de conexion",44
"Interjet","JFK","LAX",2,6,2023,"Mujer","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",156
"Interjet","PDX","SJC",16,3,2023,"Mujer","Trabajo","Hotel","Transporte público","No es de conexion",120
"Interjet","GDL","SJC",7,12,2023,"Mujer","Trabajo","Amigos","Auto propio","Es de conexion",38
"Interjet","LAX","GDL",18,8,2023,"Mujer","Vacaciones/placer","Amigos","Transporte público","Es de conexion",192
"Aeromar","JFK","GDL",15,10,2023,"Mujer","Vacaciones/placer","Casa","Transporte público","Es de conexion",123
"Aeroméxico","LAX","SJC",9,4,2023,"Mujer","Trabajo","Amigos","Recogida","Es de conexion",209
"Interjet","SJC","GDL",17,10,2023,"Hombre","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",62
"Aeroméxico","LAX","JFK",29,11,2023,"Mujer","Vuelta a casa","Amigos","Recogida","Es de conexion",127
"Volaris","PDX","JFK",25,11,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Taxi del aeropuerto","No es de conexion",123
"VivaAerobus","PDX","LAX",17,9,2023,"Mujer","Trabajo","Amigos","Recogida","Es de conexion",30
"Aeroméxico","GDL","SJC",9,8,2023,"Mujer","Vacaciones/placer","Hotel","Auto propio","No es de conexion",156
"VivaAerobus","SJC","GDL",28,12,2023,"Hombre","Vuelta a casa","Amigos","Transporte público","No es de conexion",33
"VivaAerobus","LAX","SJC",5,6,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Transporte público","No es de conexion",186
"Interjet","JFK","GDL",12,11,2023,"Mujer","Vacaciones/placer","Casa","Recogida","No es de conexion",228
"Volaris","JFK","GDL",8,4,2023,"Prefiero no decirlo","Trabajo","Casa","Auto propio","No es de conexion",113
"Interjet","SJC","PDX",18,9,2023,"Hombre","Vacaciones/placer","Amigos","Taxi del aeropuerto","Es de conexion",125
"Volaris","SJC","GDL",18,4,2023,"Hombre","Trabajo","Hotel","Transporte público","No es de conexion",176
"Volaris","LAX","JFK",19,11,2023,"Mujer","Vacaciones/placer","Casa","Auto propio","No es de conexion",186
"Aeromar","SJC","JFK",15,4,2023,"Prefiero no decirlo","Vacaciones/placer","Hotel","Auto propio","Es de conexion",152
"Aeroméxico","SJC","JFK",19,9,2023,"Hombre","Vacaciones/placer","Hotel","Taxi del aeropuerto","Es de conexion",31
"Interjet","LAX","PDX",24,12,2023,"Mujer","Vacaciones/placer","Casa","Auto propio","No es de conexion",153
"Aeroméxico","LAX","SJC",2,10,2023,"Prefiero no decirlo","Vacaciones/placer","Casa","Recogida","No es de conexion",70
"Aeromar","GDL","SJC",20,2,2023,"Hombre","Vuelta a casa","Hotel","Transporte público","Es de conexion",98
"Volaris","GDL","JFK",29,4,2023,"Mujer","Vacaciones/placer","Hotel","Transporte público","No es de conexion",60
"VivaAerobus","SJC","PDX",26,7,2023,"Prefiero no decirlo","Vuelta a casa","Amigos","Taxi del aeropuerto","Es de conexion",62
"VivaAerobus","JFK","PDX",12,4,2023,"Hombre","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",202
"Volaris","LAX","JFK",5,12,2023,"Hombre","Vacaciones/placer","Amigos","Taxi del aeropuerto","No es de conexion",78
"VivaAerobus","LAX","GDL",11,8,2023,"Mujer","Trabajo","Amigos","Recogida","No es de conexion",196
"Volaris","GDL","LAX",23,12,2023,"Mujer","Vacaciones/placer","Casa","Auto propio","No es de conexion",94
"Aeromar","GDL","LAX",13,8,2023,"Hombre","Vacaciones/placer","Casa","Auto propio","No es de conexion",131
"Aeroméxico","LAX","PDX",1,11,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Recogida","Es de conexion",123
"Aeroméxico","GDL","LAX",23,2,2023,"Mujer","Vacaciones/placer","Amigos","Renta de autos","No es de conexion",115
"Aeroméxico","GDL","PDX",13,6,2023,"Mujer","Trabajo","Amigos","Taxi del aeropuerto","No es de conexion",115
"Interjet","GDL","LAX",6,1,2023,"Hombre","Trabajo","Hotel","Transporte público","Es de conexion",128
"Aeromar","LAX","JFK",29,5,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",223
"Interjet","LAX","PDX",22,10,2023,"Prefiero no decirlo","Trabajo","Amigos","Renta de autos","No es de conexion",194
"Interjet","GDL","SJC",25,2,2023,"Hombre","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",118
"VivaAerobus","SJC","GDL",26,8,2023,"Mujer","Vuelta a casa","Casa","Renta de autos","Es de conexion",191
"Aeromar","PDX","LAX",17,5,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Auto propio","No es de conexion",212
"Interjet","GDL","JFK",24,12,2023,"Mujer","Vuelta a casa","Casa","Renta de autos","Es de conexion",111
"VivaAerobus","GDL","PDX",11,4,2023,"Mujer","Trabajo","Amigos","Auto propio","No es de conexion",106
"Aeromar","JFK","PDX",5,6,2023,"Mujer","Vacaciones/placer","Hotel","Auto propio","No es de conexion",113
"VivaAerobus","SJC","JFK",12,4,2023,"Mujer","Trabajo","Hotel","Transporte público","No es de conexion",134
"Aeromar","LAX","SJC",20,5,2023,"Hombre","Trabajo","Casa","Transporte público","Es de conexion",175
"Aeroméxico","JFK","GDL",17,5,2023,"Hombre","Vacaciones/placer","Casa","Taxi del aeropuerto","Es de conexion",36
"Aeroméxico","PDX","SJC",18,11,2023,"Mujer","Vuelta a casa","Casa","Taxi del aeropuerto","No es de conexion",232
"Aeromar","JFK","LAX",9,4,2023,"Prefiero no decirlo","Trabajo","Hotel","Recogida","Es de conexion",181
"VivaAerobus","LAX","GDL",29,10,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Transporte público","No es de conexion",62
"Volaris","LAX","GDL",9,2,2023,"Mujer","Vacaciones/placer","Amigos","Recogida","Es de conexion",178
"Interjet","LAX","SJC",21,10,2023,"Prefiero no decirlo","Trabajo","Amigos","Transporte público","No es de conexion",64
"Aeroméxico","GDL","PDX",6,7,2023,"Prefiero no decirlo","Trabajo","Hotel","Taxi del aeropuerto","Es de conexion",111
"Aeroméxico","GDL","SJC",26,4,2023,"Mujer","Trabajo","Hotel","Auto propio","Es de conexion",118
"Volaris","GDL","PDX",21,8,2023,"Prefiero no decirlo","Vuelta a casa","Casa","Auto propio","Es de conexion",128
"Aeroméxico","SJC","LAX",15,1,2023,"Mujer","Trabajo","Amigos","Transporte público","No es de conexion",209
"Aeroméxico","PDX","GDL",3,3,2023,"Prefiero no decirlo","Vacaciones/placer","Amigos","Recogida","Es de conexion",77
"Interjet","LAX","PDX",26,8,2023,"Mujer","Trabajo","Amigos","Transporte público","Es de conexion",145
"Volaris","SJC","PDX",16,7,2023,"Hombre","Trabajo","Hotel","Transporte público","Es de conexion",178
"VivaAerobus","JFK","LAX",11,6,2023,"Prefiero no decirlo","Trabajo","Casa","Taxi del aeropuerto","No es de conexion",141
"Aeromar","SJC","JFK",29,10,2023,"Mujer","Vuelta a casa","Casa","Auto propio","Es de conexion",133
"Aeromar","PDX","JFK",9,10,2023,"Prefiero no decirlo","Vuelta a casa","Hotel","Renta de autos","Es de conexion",123
"Aeroméxico","PDX","GDL",24,5,2023,"Prefiero no decirlo","Trabajo","Casa","Renta de autos","Es de conexion",232
